cropped_trimmed_2_0082.png,0
cropped_trimmed_2_0083.png,0
cropped_trimmed_2_0084.png,0
cropped_trimmed_2_0085.png,0
cropped_trimmed_2_0086.png,0
cropped_trimmed_2_0087.png,0
cropped_trimmed_2_0088.png,0
cropped_trimmed_2_0089.png,100
cropped_trimmed_2_0090.png,98
cropped_trimmed_2_0091.png,101
cropped_trimmed_2_0092.png,104
cropped_trimmed_2_0093.png,106
cropped_trimmed_2_0094.png,167
cropped_trimmed_2_0095.png,177
cropped_trimmed_2_0096.png,176
cropped_trimmed_2_0097.png,168
cropped_trimmed_2_0098.png,69
cropped_trimmed_2_0099.png,87
cropped_trimmed_2_0100.png,84
cropped_trimmed_2_0101.png,81
cropped_trimmed_2_0102.png,62
cropped_trimmed_2_0103.png,90
cropped_trimmed_2_0104.png,0
cropped_trimmed_2_0105.png,169
cropped_trimmed_2_0106.png,170
cropped_trimmed_2_0107.png,173
cropped_trimmed_2_0108.png,13
cropped_trimmed_2_0109.png,21
cropped_trimmed_2_0110.png,19
cropped_trimmed_2_0111.png,20
cropped_trimmed_2_0112.png,0
cropped_trimmed_2_0113.png,0
cropped_trimmed_2_0114.png,0
cropped_trimmed_2_0115.png,0
cropped_trimmed_2_0116.png,0
cropped_trimmed_2_0117.png,0
